nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq
882,882,1.0,4.0,4.0,3.0,22912.813922,73.0,6.0,16.0,882,124.0,882
883,883,15.0,25.0,13.0,3.0,3124.090913,3.0,974.0,16.0,883,124.0,883
884,884,15.0,155.0,4.0,3.0,8855.262721,257.0,1438.0,16.0,884,66.0,884
885,885,0.0,4.0,13.0,3.0,8855.262721,73.0,636.0,0.0,885,1157.0,885
886,886,15.0,155.0,13.0,2.0,8855.262721,1825.0,636.0,44.0,886,1157.0,886
887,887,10.0,4.0,4.0,3.0,3124.090913,73.0,1438.0,16.0,887,1157.0,887
888,888,0.0,53.0,4.0,3.0,21564.817134,694.0,1438.0,3.0,888,116.0,888
889,889,32.0,4.0,13.0,2.0,8855.262721,1825.0,6.0,3.0,889,1157.0,889
890,890,0.0,155.0,13.0,7.0,3124.090913,1825.0,232.0,3.0,890,1157.0,890
891,891,0.0,155.0,4.0,3.0,3124.090913,1825.0,1438.0,44.0,891,21.0,891
892,892,0.0,4.0,13.0,3.0,1032.975622,1825.0,974.0,18.0,892,1157.0,892
893,893,1.0,53.0,4.0,5.0,8855.262721,73.0,1438.0,3.0,893,1157.0,893
894,894,1.0,281.0,13.0,3.0,8855.262721,3.0,6.0,3.0,894,1157.0,894
895,895,0.0,4.0,25.0,3.0,3124.090913,1825.0,634.0,44.0,895,116.0,895
896,896,32.0,155.0,4.0,2.0,21564.817134,257.0,974.0,18.0,896,124.0,896
897,897,1.0,53.0,13.0,3.0,1032.975622,3.0,974.0,3.0,897,124.0,897
898,898,0.0,281.0,13.0,2.0,3124.090913,1825.0,6.0,44.0,898,1157.0,898
899,899,0.0,4.0,4.0,3.0,8855.262721,694.0,974.0,16.0,899,1157.0,899
900,900,15.0,4.0,4.0,3.0,5872.916329,2649.0,636.0,19.0,900,21.0,900
901,901,0.0,4.0,25.0,7.0,21564.817134,1141.0,232.0,18.0,901,1157.0,901
902,902,0.0,4.0,13.0,3.0,8855.262721,2649.0,232.0,3.0,902,116.0,902
903,903,0.0,155.0,13.0,7.0,21564.817134,694.0,6.0,3.0,903,116.0,903
904,904,32.0,155.0,25.0,3.0,8855.262721,73.0,232.0,44.0,904,124.0,904
905,905,32.0,53.0,13.0,7.0,3124.090913,2649.0,232.0,3.0,905,66.0,905
906,906,0.0,4.0,13.0,3.0,3124.090913,3.0,634.0,19.0,906,1157.0,906
907,907,0.0,281.0,13.0,2.0,3124.090913,73.0,974.0,0.0,907,21.0,907
908,908,0.0,281.0,13.0,3.0,3124.090913,10229.0,6.0,44.0,908,66.0,908
909,909,0.0,4.0,4.0,2.0,21564.817134,1825.0,634.0,16.0,909,1157.0,909
910,910,32.0,53.0,4.0,3.0,8855.262721,1825.0,1438.0,16.0,910,1157.0,910
911,911,0.0,4.0,4.0,3.0,21564.817134,257.0,6.0,44.0,911,1157.0,911
912,912,141.0,4.0,155.0,5.0,21564.817134,257.0,1438.0,16.0,912,116.0,912
913,913,0.0,4.0,4.0,5.0,8855.262721,73.0,1438.0,19.0,913,1157.0,913
914,914,32.0,4.0,13.0,3.0,22912.813922,3.0,6.0,0.0,914,116.0,914
915,915,1.0,4.0,89.0,3.0,22912.813922,3.0,6.0,44.0,915,1157.0,915
916,916,0.0,281.0,4.0,7.0,3124.090913,257.0,636.0,18.0,916,66.0,916
917,917,0.0,281.0,13.0,3.0,3124.090913,73.0,634.0,19.0,917,1157.0,917
918,918,10.0,4.0,4.0,3.0,8855.262721,1825.0,1438.0,44.0,918,1157.0,918
919,919,0.0,4.0,4.0,3.0,8855.262721,73.0,1438.0,16.0,919,21.0,919
920,920,10.0,281.0,25.0,7.0,3124.090913,1825.0,634.0,3.0,920,116.0,920
921,921,0.0,4.0,25.0,3.0,8855.262721,2649.0,6.0,0.0,921,116.0,921
922,922,0.0,4.0,4.0,7.0,8855.262721,257.0,6.0,16.0,922,1157.0,922
923,923,32.0,4.0,13.0,3.0,8855.262721,3.0,634.0,18.0,923,66.0,923
924,924,1.0,4.0,4.0,7.0,2122.20592,73.0,232.0,16.0,924,116.0,924
925,925,15.0,25.0,13.0,3.0,2122.20592,73.0,1438.0,16.0,925,21.0,925
926,926,10.0,53.0,25.0,2.0,3124.090913,1825.0,974.0,3.0,926,116.0,926
927,927,0.0,25.0,4.0,7.0,22912.813922,1825.0,232.0,3.0,927,66.0,927
928,928,15.0,281.0,13.0,5.0,1032.975622,2649.0,232.0,44.0,928,1157.0,928
929,929,0.0,281.0,25.0,3.0,22912.813922,73.0,6.0,3.0,929,1157.0,929
930,930,32.0,155.0,4.0,3.0,3124.090913,73.0,6.0,18.0,930,1157.0,930
931,931,0.0,4.0,25.0,3.0,3124.090913,694.0,232.0,16.0,931,116.0,931
932,932,0.0,281.0,13.0,7.0,21564.817134,257.0,636.0,44.0,932,66.0,932
933,933,0.0,4.0,13.0,3.0,21564.817134,257.0,6.0,3.0,933,124.0,933
934,934,0.0,155.0,13.0,7.0,2122.20592,257.0,974.0,3.0,934,1022.0,934
935,935,15.0,4.0,18.0,7.0,8855.262721,3.0,6.0,16.0,935,1157.0,935
936,936,0.0,4.0,13.0,3.0,3124.090913,257.0,1438.0,16.0,936,1022.0,936
937,937,0.0,281.0,13.0,3.0,3124.090913,1825.0,636.0,3.0,937,116.0,937
938,938,0.0,4.0,13.0,7.0,1032.975622,257.0,636.0,3.0,938,116.0,938
939,939,15.0,25.0,25.0,3.0,8855.262721,1825.0,6.0,44.0,939,116.0,939
940,940,0.0,281.0,4.0,3.0,8855.262721,1825.0,974.0,16.0,940,66.0,940
941,941,0.0,4.0,4.0,5.0,21564.817134,2649.0,6.0,3.0,941,116.0,941
942,942,0.0,4.0,13.0,7.0,22912.813922,1825.0,1438.0,44.0,942,124.0,942
943,943,10.0,155.0,13.0,3.0,1032.975622,1141.0,1438.0,19.0,943,116.0,943
944,944,0.0,4.0,13.0,3.0,3124.090913,73.0,1438.0,3.0,944,66.0,944
945,945,0.0,281.0,4.0,5.0,1032.975622,1825.0,1438.0,44.0,945,66.0,945
946,946,10.0,281.0,4.0,3.0,8855.262721,10229.0,232.0,44.0,946,1157.0,946
947,947,0.0,281.0,13.0,7.0,21564.817134,1825.0,634.0,44.0,947,66.0,947
948,948,10.0,4.0,4.0,3.0,8855.262721,3.0,636.0,3.0,948,116.0,948
949,949,15.0,155.0,13.0,3.0,3124.090913,3.0,232.0,18.0,949,1157.0,949
950,950,0.0,281.0,4.0,3.0,8855.262721,257.0,1438.0,3.0,950,1157.0,950
951,951,141.0,4.0,13.0,5.0,22912.813922,1825.0,232.0,3.0,951,1157.0,951
952,952,0.0,4.0,4.0,7.0,714.797745,1825.0,6.0,3.0,952,1157.0,952
953,953,0.0,4.0,4.0,3.0,21564.817134,73.0,6.0,19.0,953,1157.0,953
954,954,0.0,155.0,13.0,3.0,3124.090913,1141.0,974.0,18.0,954,1157.0,954
955,955,0.0,281.0,4.0,2.0,8855.262721,73.0,232.0,16.0,955,116.0,955
956,956,0.0,4.0,4.0,5.0,2918.638493,3.0,1438.0,3.0,956,66.0,956
957,957,0.0,4.0,25.0,2.0,2918.638493,257.0,1438.0,3.0,957,66.0,957
958,958,15.0,4.0,13.0,3.0,8855.262721,1825.0,6.0,18.0,958,1157.0,958
959,959,32.0,4.0,4.0,3.0,8855.262721,1141.0,636.0,16.0,959,1157.0,959
960,960,0.0,4.0,13.0,7.0,8855.262721,1825.0,1438.0,16.0,960,1157.0,960
961,961,1.0,4.0,4.0,3.0,8855.262721,257.0,1438.0,3.0,961,116.0,961
962,962,0.0,4.0,13.0,3.0,1032.975622,73.0,1438.0,16.0,962,21.0,962
963,963,0.0,4.0,13.0,7.0,21564.817134,2649.0,232.0,3.0,963,124.0,963
964,964,0.0,4.0,89.0,3.0,3124.090913,257.0,974.0,44.0,964,1157.0,964
965,965,0.0,281.0,4.0,5.0,2918.638493,694.0,232.0,19.0,965,1157.0,965
966,966,0.0,281.0,4.0,3.0,5872.916329,3.0,1438.0,16.0,966,124.0,966
967,967,10.0,4.0,89.0,5.0,3124.090913,3.0,6.0,44.0,967,116.0,967
968,968,0.0,281.0,13.0,7.0,8855.262721,1825.0,974.0,18.0,968,21.0,968
969,969,32.0,4.0,13.0,2.0,8855.262721,2649.0,636.0,44.0,969,1022.0,969
970,970,10.0,4.0,13.0,7.0,21564.817134,1825.0,232.0,18.0,970,1157.0,970
971,971,0.0,4.0,13.0,3.0,22912.813922,1825.0,636.0,44.0,971,66.0,971
972,972,32.0,4.0,13.0,5.0,8855.262721,1825.0,1438.0,3.0,972,1157.0,972
973,973,0.0,155.0,4.0,3.0,2122.20592,73.0,636.0,44.0,973,116.0,973
974,974,141.0,4.0,13.0,3.0,8855.262721,3.0,6.0,0.0,974,1157.0,974
975,975,0.0,155.0,4.0,7.0,5872.916329,2649.0,232.0,3.0,975,1157.0,975
976,976,1.0,155.0,13.0,7.0,5872.916329,73.0,232.0,44.0,976,38.0,976
977,977,0.0,281.0,13.0,3.0,3124.090913,1141.0,232.0,19.0,977,124.0,977
978,978,0.0,4.0,25.0,3.0,2122.20592,73.0,974.0,18.0,978,66.0,978
979,979,1.0,155.0,13.0,3.0,2122.20592,694.0,1438.0,44.0,979,124.0,979
980,980,32.0,4.0,4.0,3.0,1032.975622,257.0,634.0,16.0,980,124.0,980
981,981,15.0,4.0,13.0,3.0,8855.262721,1825.0,1438.0,0.0,981,116.0,981
982,982,10.0,4.0,13.0,7.0,8855.262721,1825.0,1438.0,3.0,982,124.0,982
983,983,1.0,4.0,13.0,7.0,21564.817134,10229.0,232.0,19.0,983,66.0,983
984,984,32.0,4.0,4.0,7.0,8855.262721,73.0,6.0,3.0,984,1157.0,984
985,985,0.0,4.0,13.0,3.0,2122.20592,257.0,974.0,18.0,985,1157.0,985
986,986,32.0,4.0,13.0,5.0,8855.262721,257.0,974.0,16.0,986,1024.0,986
987,987,15.0,281.0,4.0,3.0,5872.916329,3.0,232.0,3.0,987,66.0,987
988,988,0.0,4.0,13.0,7.0,1032.975622,73.0,232.0,44.0,988,1022.0,988
989,989,15.0,4.0,4.0,7.0,21564.817134,694.0,974.0,0.0,989,116.0,989
990,990,0.0,4.0,4.0,3.0,21564.817134,1825.0,6.0,19.0,990,124.0,990
991,991,0.0,4.0,13.0,3.0,8855.262721,100.0,1438.0,44.0,991,116.0,991
992,992,0.0,155.0,4.0,3.0,3124.090913,1825.0,1438.0,3.0,992,1157.0,992
993,993,0.0,155.0,18.0,3.0,2918.638493,2649.0,636.0,3.0,993,21.0,993
994,994,10.0,4.0,155.0,3.0,1032.975622,73.0,6.0,44.0,994,66.0,994
995,995,0.0,53.0,13.0,3.0,8855.262721,3.0,1438.0,16.0,995,116.0,995
996,996,0.0,155.0,18.0,5.0,22912.813922,10229.0,6.0,18.0,996,124.0,996
997,997,32.0,155.0,4.0,3.0,714.797745,3.0,232.0,44.0,997,21.0,997
998,998,0.0,4.0,18.0,7.0,3124.090913,73.0,634.0,44.0,998,1157.0,998
999,999,10.0,155.0,89.0,3.0,1032.975622,1825.0,634.0,3.0,999,66.0,999
1000,1000,1.0,155.0,13.0,3.0,3124.090913,73.0,634.0,18.0,1000,21.0,1000
1001,1001,0.0,281.0,4.0,3.0,8855.262721,73.0,6.0,3.0,1001,1157.0,1001
1002,1002,0.0,4.0,4.0,2.0,3124.090913,1825.0,1438.0,19.0,1002,66.0,1002
1003,1003,10.0,4.0,89.0,3.0,714.797745,1825.0,6.0,44.0,1003,21.0,1003
1004,1004,0.0,281.0,4.0,3.0,22912.813922,3.0,1438.0,0.0,1004,21.0,1004
1005,1005,32.0,155.0,13.0,7.0,21564.817134,694.0,1438.0,18.0,1005,124.0,1005
1006,1006,0.0,4.0,13.0,3.0,8855.262721,1825.0,1438.0,18.0,1006,116.0,1006
1007,1007,0.0,4.0,13.0,3.0,3124.090913,257.0,232.0,16.0,1007,116.0,1007
1008,1008,0.0,281.0,13.0,3.0,8855.262721,73.0,6.0,18.0,1008,124.0,1008
1009,1009,32.0,4.0,89.0,7.0,8855.262721,1825.0,6.0,16.0,1009,1157.0,1009
1010,1010,1.0,4.0,13.0,3.0,3124.090913,73.0,974.0,44.0,1010,116.0,1010
1011,1011,0.0,4.0,89.0,3.0,1032.975622,1825.0,6.0,16.0,1011,116.0,1011
1012,1012,0.0,281.0,4.0,3.0,8855.262721,257.0,6.0,44.0,1012,116.0,1012
1013,1013,0.0,4.0,13.0,3.0,22912.813922,257.0,6.0,44.0,1013,1157.0,1013
1014,1014,0.0,4.0,13.0,3.0,8855.262721,1825.0,232.0,44.0,1014,1157.0,1014
1015,1015,0.0,25.0,13.0,3.0,2918.638493,257.0,6.0,19.0,1015,1157.0,1015
1016,1016,0.0,281.0,13.0,3.0,5729.330933,2649.0,636.0,19.0,1016,116.0,1016
1017,1017,0.0,155.0,4.0,5.0,3124.090913,73.0,634.0,3.0,1017,21.0,1017
1018,1018,1.0,25.0,25.0,3.0,5729.330933,2649.0,636.0,3.0,1018,21.0,1018
1019,1019,10.0,281.0,4.0,3.0,8855.262721,257.0,636.0,16.0,1019,1024.0,1019
1020,1020,0.0,155.0,4.0,2.0,3124.090913,1825.0,1438.0,16.0,1020,1157.0,1020
1021,1021,1.0,4.0,13.0,2.0,21564.817134,1825.0,6.0,3.0,1021,1157.0,1021
1022,1022,1.0,25.0,13.0,3.0,8855.262721,1141.0,636.0,16.0,1022,116.0,1022
1023,1023,32.0,155.0,4.0,3.0,3124.090913,1825.0,232.0,19.0,1023,21.0,1023
1024,1024,15.0,281.0,25.0,5.0,8855.262721,1141.0,1438.0,0.0,1024,116.0,1024
1025,1025,15.0,4.0,13.0,3.0,3124.090913,1141.0,6.0,18.0,1025,1022.0,1025
1026,1026,0.0,155.0,4.0,5.0,8855.262721,73.0,636.0,16.0,1026,116.0,1026
1027,1027,0.0,4.0,18.0,3.0,714.797745,1825.0,232.0,44.0,1027,1157.0,1027
1028,1028,141.0,53.0,89.0,3.0,8855.262721,73.0,6.0,3.0,1028,66.0,1028
1029,1029,0.0,155.0,4.0,3.0,1032.975622,694.0,232.0,44.0,1029,1157.0,1029
1030,1030,0.0,4.0,13.0,2.0,22912.813922,100.0,6.0,44.0,1030,1024.0,1030
1031,1031,0.0,4.0,13.0,3.0,3124.090913,73.0,974.0,3.0,1031,1157.0,1031
1032,1032,32.0,4.0,18.0,3.0,3124.090913,73.0,1438.0,44.0,1032,116.0,1032
1033,1033,141.0,4.0,4.0,3.0,1032.975622,694.0,6.0,16.0,1033,1157.0,1033
1034,1034,10.0,155.0,25.0,5.0,3124.090913,1825.0,636.0,16.0,1034,116.0,1034
1035,1035,0.0,281.0,13.0,3.0,8855.262721,694.0,636.0,16.0,1035,116.0,1035
1036,1036,0.0,155.0,4.0,3.0,22912.813922,257.0,1438.0,3.0,1036,116.0,1036
1037,1037,0.0,4.0,13.0,3.0,1032.975622,1825.0,974.0,16.0,1037,66.0,1037
1038,1038,0.0,25.0,4.0,3.0,2918.638493,73.0,232.0,0.0,1038,66.0,1038
1039,1039,0.0,4.0,13.0,5.0,3124.090913,257.0,636.0,44.0,1039,116.0,1039
1040,1040,0.0,4.0,13.0,7.0,8855.262721,1825.0,6.0,16.0,1040,21.0,1040
1041,1041,0.0,4.0,13.0,3.0,1032.975622,1825.0,6.0,44.0,1041,1157.0,1041
1042,1042,1.0,155.0,89.0,3.0,21564.817134,1825.0,6.0,16.0,1042,116.0,1042
1043,1043,10.0,4.0,4.0,3.0,2918.638493,3.0,634.0,3.0,1043,116.0,1043
1044,1044,0.0,281.0,25.0,3.0,8855.262721,694.0,232.0,18.0,1044,1157.0,1044
1045,1045,0.0,53.0,13.0,7.0,8855.262721,73.0,6.0,44.0,1045,1157.0,1045
1046,1046,10.0,4.0,13.0,2.0,21564.817134,73.0,634.0,16.0,1046,116.0,1046
1047,1047,15.0,4.0,18.0,3.0,2918.638493,1825.0,974.0,44.0,1047,124.0,1047
1048,1048,0.0,281.0,13.0,5.0,8855.262721,257.0,6.0,3.0,1048,124.0,1048
1049,1049,141.0,4.0,18.0,3.0,3124.090913,3.0,974.0,3.0,1049,116.0,1049
1050,1050,0.0,4.0,13.0,3.0,3124.090913,73.0,6.0,3.0,1050,21.0,1050
1051,1051,0.0,4.0,18.0,5.0,3124.090913,257.0,974.0,3.0,1051,1157.0,1051
1052,1052,0.0,281.0,25.0,3.0,1032.975622,1825.0,1438.0,18.0,1052,124.0,1052
1053,1053,0.0,53.0,25.0,3.0,3124.090913,1141.0,634.0,16.0,1053,66.0,1053
1054,1054,15.0,4.0,4.0,3.0,21564.817134,1825.0,6.0,16.0,1054,66.0,1054
1055,1055,0.0,4.0,89.0,3.0,2918.638493,100.0,232.0,16.0,1055,116.0,1055
1056,1056,0.0,4.0,4.0,3.0,3124.090913,257.0,6.0,0.0,1056,116.0,1056
1057,1057,15.0,25.0,13.0,3.0,8855.262721,73.0,634.0,44.0,1057,116.0,1057
1058,1058,10.0,4.0,13.0,3.0,3124.090913,3.0,6.0,18.0,1058,21.0,1058
1059,1059,1.0,4.0,4.0,7.0,2122.20592,2649.0,1438.0,3.0,1059,21.0,1059
1060,1060,10.0,53.0,13.0,7.0,2918.638493,3.0,232.0,44.0,1060,124.0,1060
1061,1061,0.0,4.0,4.0,7.0,22912.813922,257.0,232.0,3.0,1061,124.0,1061
1062,1062,0.0,155.0,13.0,3.0,3124.090913,1141.0,6.0,3.0,1062,1157.0,1062
1063,1063,0.0,4.0,25.0,3.0,3124.090913,1825.0,636.0,44.0,1063,124.0,1063
1064,1064,0.0,4.0,4.0,2.0,8855.262721,73.0,6.0,44.0,1064,66.0,1064
1065,1065,0.0,155.0,4.0,5.0,1032.975622,694.0,232.0,16.0,1065,124.0,1065
1066,1066,0.0,4.0,13.0,2.0,2122.20592,257.0,232.0,44.0,1066,1157.0,1066
1067,1067,141.0,281.0,4.0,3.0,8855.262721,3.0,6.0,16.0,1067,21.0,1067
1068,1068,15.0,155.0,13.0,3.0,3124.090913,3.0,1438.0,0.0,1068,124.0,1068
1069,1069,0.0,155.0,4.0,3.0,8855.262721,257.0,6.0,19.0,1069,1024.0,1069
1070,1070,0.0,281.0,13.0,3.0,1032.975622,3.0,634.0,3.0,1070,21.0,1070
1071,1071,32.0,4.0,4.0,2.0,8855.262721,3.0,232.0,16.0,1071,116.0,1071
1072,1072,0.0,25.0,4.0,5.0,5729.330933,3.0,6.0,44.0,1072,66.0,1072
1073,1073,0.0,155.0,4.0,3.0,2122.20592,1825.0,6.0,18.0,1073,124.0,1073
1074,1074,10.0,53.0,4.0,5.0,1032.975622,1825.0,974.0,44.0,1074,1157.0,1074
1075,1075,0.0,281.0,13.0,2.0,21564.817134,1825.0,1438.0,18.0,1075,1157.0,1075
1076,1076,0.0,4.0,25.0,3.0,3124.090913,3.0,232.0,18.0,1076,66.0,1076
1077,1077,141.0,4.0,4.0,2.0,1032.975622,1825.0,232.0,44.0,1077,1157.0,1077
1078,1078,1.0,281.0,13.0,3.0,2122.20592,73.0,974.0,44.0,1078,1022.0,1078
1079,1079,0.0,155.0,13.0,5.0,8855.262721,3.0,232.0,19.0,1079,66.0,1079
1080,1080,0.0,4.0,25.0,3.0,3124.090913,3.0,1438.0,0.0,1080,116.0,1080
1081,1081,15.0,25.0,4.0,3.0,8855.262721,3.0,232.0,16.0,1081,124.0,1081
1082,1082,0.0,155.0,13.0,3.0,3124.090913,694.0,6.0,44.0,1082,38.0,1082
1083,1083,141.0,4.0,13.0,3.0,21564.817134,100.0,634.0,0.0,1083,116.0,1083
1084,1084,15.0,4.0,13.0,7.0,21564.817134,73.0,232.0,44.0,1084,1024.0,1084
1085,1085,1.0,25.0,13.0,3.0,22912.813922,73.0,634.0,19.0,1085,21.0,1085
1086,1086,0.0,4.0,89.0,5.0,21564.817134,1825.0,232.0,3.0,1086,1157.0,1086
1087,1087,10.0,155.0,4.0,3.0,8855.262721,3.0,1438.0,16.0,1087,1157.0,1087
1088,1088,32.0,4.0,13.0,3.0,1032.975622,257.0,1438.0,0.0,1088,124.0,1088
1089,1089,0.0,4.0,4.0,7.0,22912.813922,3.0,636.0,3.0,1089,124.0,1089
1090,1090,0.0,4.0,4.0,3.0,3124.090913,73.0,1438.0,18.0,1090,1022.0,1090
1091,1091,0.0,25.0,13.0,7.0,1032.975622,257.0,232.0,3.0,1091,1157.0,1091
1092,1092,10.0,155.0,155.0,3.0,22912.813922,73.0,1438.0,3.0,1092,66.0,1092
1093,1093,32.0,4.0,13.0,7.0,5872.916329,1825.0,1438.0,44.0,1093,116.0,1093
1094,1094,0.0,4.0,4.0,3.0,3124.090913,257.0,232.0,18.0,1094,21.0,1094
1095,1095,10.0,53.0,4.0,5.0,714.797745,1825.0,974.0,0.0,1095,1157.0,1095
1096,1096,0.0,155.0,4.0,3.0,3124.090913,1825.0,6.0,16.0,1096,124.0,1096
1097,1097,141.0,25.0,4.0,3.0,2918.638493,10229.0,6.0,3.0,1097,1022.0,1097
1098,1098,1.0,281.0,4.0,3.0,8855.262721,257.0,6.0,44.0,1098,1157.0,1098
1099,1099,1.0,4.0,25.0,3.0,714.797745,257.0,636.0,16.0,1099,116.0,1099
1100,1100,0.0,4.0,13.0,3.0,3625.128146,1825.0,6.0,18.0,1100,116.0,1100
1101,1101,32.0,155.0,281.0,3.0,1032.975622,257.0,232.0,18.0,1101,116.0,1101
1102,1102,0.0,25.0,25.0,7.0,8855.262721,73.0,232.0,44.0,1102,1157.0,1102
1103,1103,15.0,25.0,13.0,3.0,22912.813922,3.0,1438.0,0.0,1103,124.0,1103
1104,1104,141.0,4.0,13.0,3.0,1032.975622,73.0,1438.0,16.0,1104,1157.0,1104
1105,1105,15.0,281.0,4.0,7.0,1032.975622,1825.0,1438.0,3.0,1105,1157.0,1105
1106,1106,0.0,4.0,4.0,3.0,3124.090913,1141.0,634.0,44.0,1106,124.0,1106
1107,1107,0.0,4.0,4.0,5.0,22912.813922,3.0,634.0,16.0,1107,116.0,1107
1108,1108,0.0,4.0,13.0,3.0,3124.090913,1825.0,232.0,44.0,1108,1157.0,1108
1109,1109,0.0,4.0,4.0,5.0,8855.262721,3.0,634.0,18.0,1109,116.0,1109
1110,1110,0.0,25.0,13.0,3.0,8855.262721,2649.0,6.0,44.0,1110,1157.0,1110
1111,1111,0.0,25.0,4.0,3.0,21564.817134,694.0,232.0,16.0,1111,116.0,1111
1112,1112,0.0,4.0,13.0,3.0,2122.20592,1825.0,6.0,16.0,1112,21.0,1112
1113,1113,0.0,4.0,4.0,3.0,21564.817134,1825.0,1438.0,44.0,1113,1157.0,1113
1114,1114,0.0,4.0,25.0,3.0,8855.262721,1825.0,974.0,3.0,1114,21.0,1114
1115,1115,0.0,4.0,4.0,7.0,8855.262721,257.0,6.0,18.0,1115,116.0,1115
1116,1116,0.0,155.0,89.0,2.0,3124.090913,73.0,634.0,3.0,1116,1022.0,1116
1117,1117,0.0,4.0,13.0,5.0,3124.090913,257.0,232.0,19.0,1117,1157.0,1117
1118,1118,32.0,155.0,4.0,7.0,2918.638493,73.0,6.0,44.0,1118,66.0,1118
1119,1119,15.0,4.0,13.0,3.0,21564.817134,1825.0,974.0,3.0,1119,116.0,1119
1120,1120,1.0,4.0,4.0,3.0,2918.638493,1141.0,634.0,44.0,1120,116.0,1120
1121,1121,15.0,155.0,13.0,3.0,5729.330933,73.0,232.0,3.0,1121,1157.0,1121
1122,1122,32.0,4.0,13.0,5.0,3124.090913,1825.0,6.0,44.0,1122,21.0,1122
1123,1123,0.0,4.0,4.0,3.0,1032.975622,257.0,634.0,44.0,1123,1157.0,1123
1124,1124,1.0,25.0,13.0,2.0,3124.090913,3.0,232.0,18.0,1124,124.0,1124
1125,1125,141.0,4.0,25.0,3.0,8855.262721,73.0,634.0,18.0,1125,1157.0,1125
1126,1126,141.0,155.0,13.0,3.0,3625.128146,257.0,232.0,19.0,1126,66.0,1126
1127,1127,1.0,4.0,13.0,3.0,3124.090913,3.0,232.0,3.0,1127,1157.0,1127
1128,1128,0.0,281.0,4.0,3.0,3124.090913,1825.0,232.0,16.0,1128,1157.0,1128
1129,1129,1.0,4.0,25.0,5.0,8855.262721,73.0,636.0,44.0,1129,1157.0,1129
1130,1130,0.0,4.0,13.0,3.0,8855.262721,1141.0,1438.0,3.0,1130,1157.0,1130
1131,1131,0.0,4.0,89.0,3.0,1032.975622,3.0,232.0,18.0,1131,116.0,1131
1132,1132,32.0,4.0,13.0,5.0,3625.128146,73.0,232.0,44.0,1132,116.0,1132
1133,1133,0.0,53.0,13.0,5.0,2918.638493,257.0,636.0,3.0,1133,1022.0,1133
1134,1134,1.0,4.0,89.0,3.0,22912.813922,3.0,1438.0,3.0,1134,66.0,1134
1135,1135,0.0,4.0,13.0,3.0,8855.262721,10229.0,6.0,3.0,1135,1024.0,1135
1136,1136,32.0,281.0,13.0,3.0,1032.975622,73.0,6.0,3.0,1136,116.0,1136
1137,1137,10.0,53.0,4.0,3.0,3124.090913,1825.0,1438.0,44.0,1137,116.0,1137
1138,1138,0.0,4.0,4.0,3.0,1032.975622,1825.0,1438.0,18.0,1138,66.0,1138
1139,1139,15.0,4.0,13.0,3.0,3124.090913,2649.0,232.0,3.0,1139,1157.0,1139
1140,1140,0.0,281.0,13.0,3.0,21564.817134,1825.0,6.0,16.0,1140,66.0,1140
1141,1141,0.0,4.0,18.0,3.0,1032.975622,1825.0,634.0,18.0,1141,21.0,1141
1142,1142,0.0,4.0,4.0,3.0,2122.20592,1141.0,636.0,19.0,1142,1157.0,1142
1143,1143,10.0,281.0,13.0,7.0,3124.090913,2649.0,974.0,16.0,1143,116.0,1143
1144,1144,0.0,4.0,4.0,3.0,8855.262721,73.0,974.0,16.0,1144,124.0,1144
1145,1145,0.0,4.0,25.0,7.0,22912.813922,257.0,974.0,16.0,1145,1157.0,1145
1146,1146,0.0,4.0,13.0,2.0,21564.817134,1825.0,1438.0,3.0,1146,116.0,1146
1147,1147,0.0,4.0,13.0,2.0,2918.638493,257.0,1438.0,0.0,1147,1022.0,1147
1148,1148,0.0,281.0,4.0,3.0,8855.262721,10229.0,634.0,18.0,1148,1157.0,1148
1149,1149,10.0,4.0,4.0,3.0,5729.330933,1825.0,6.0,16.0,1149,1157.0,1149
1150,1150,0.0,4.0,13.0,3.0,3124.090913,73.0,1438.0,3.0,1150,1157.0,1150
1151,1151,1.0,4.0,13.0,3.0,21564.817134,1825.0,636.0,16.0,1151,38.0,1151
1152,1152,0.0,281.0,13.0,3.0,8855.262721,1825.0,6.0,3.0,1152,116.0,1152
1153,1153,0.0,4.0,25.0,3.0,2122.20592,694.0,1438.0,16.0,1153,116.0,1153
1154,1154,15.0,4.0,4.0,7.0,2122.20592,10229.0,232.0,18.0,1154,21.0,1154
1155,1155,32.0,25.0,13.0,3.0,21564.817134,694.0,232.0,44.0,1155,1157.0,1155
1156,1156,0.0,4.0,13.0,3.0,1032.975622,1825.0,634.0,16.0,1156,21.0,1156
1157,1157,15.0,4.0,4.0,3.0,2122.20592,257.0,974.0,3.0,1157,66.0,1157
1158,1158,0.0,25.0,13.0,3.0,8855.262721,73.0,1438.0,16.0,1158,1157.0,1158
1159,1159,1.0,4.0,4.0,7.0,2918.638493,1825.0,6.0,3.0,1159,116.0,1159
1160,1160,10.0,4.0,4.0,3.0,21564.817134,73.0,232.0,44.0,1160,1157.0,1160
1161,1161,0.0,4.0,13.0,3.0,3124.090913,73.0,6.0,44.0,1161,1157.0,1161
1162,1162,0.0,4.0,4.0,7.0,3124.090913,257.0,1438.0,0.0,1162,21.0,1162
