@relation R_data_frame

@attribute nonecholoc numeric
@attribute loc numeric
@attribute nmethods numeric
@attribute ccomdeep numeric
@attribute ccom numeric
@attribute nest numeric
@attribute hvol numeric
@attribute nIncomingCalls numeric
@attribute nIncomingCallsUniq numeric
@attribute nOutgoingInternCalls numeric
@attribute nOutgoingExternFlsCalled numeric
@attribute nOutgoingExternFlsCalledUniq numeric
@attribute nOutgoingExternCallsUniq numeric
@attribute IsVulnerable {no,yes}

@data
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
44,44,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
40,40,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
28,28,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
39,39,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
13,13,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
42,42,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
330,360,0,71,71,6,5386.994831,0,0,0,98,68,143,no
47,49,0,10,10,3,749.907385,0,0,0,38,23,27,no
56,56,1,14,14,4,527.509762,1,1,0,64,59,18,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
1016,1016,0,1,1,0,0,0,0,0,0,0,0,no
102,102,0,1,1,0,0,0,0,0,0,0,0,no
191,191,0,1,1,0,0,0,0,0,0,0,0,no
29,29,0,1,1,0,0,0,0,0,0,0,0,no
150,150,0,1,1,0,0,0,0,0,0,0,0,no
20,20,0,1,1,0,0,0,0,0,0,0,0,no
136,136,0,1,1,0,0,0,0,0,0,0,0,no
27,27,0,1,1,0,0,0,0,0,0,0,0,no
121,121,0,1,1,0,0,0,0,0,0,0,0,no
41,41,0,1,1,0,0,0,0,0,0,0,0,no
247,247,0,1,1,0,0,0,0,0,0,0,0,no
142,142,0,1,1,0,0,0,0,0,0,0,0,no
20,20,0,1,1,0,0,0,0,0,0,0,0,no
33,33,0,1,1,0,0,0,0,0,0,0,0,no
129,129,0,1,1,0,0,0,0,0,0,0,0,no
441,441,0,1,1,0,0,0,0,0,0,0,0,no
78,78,0,1,1,0,0,0,0,0,0,0,0,no
494,494,0,1,1,0,0,0,0,0,0,0,0,no
55,55,0,1,1,0,0,0,0,0,0,0,0,no
39,39,0,1,1,0,0,0,0,0,0,0,0,no
593,593,0,1,1,0,0,0,0,0,0,0,0,no
123,123,0,1,1,0,0,0,0,0,0,0,0,no
246,246,0,1,1,0,0,0,0,0,0,0,0,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
196,196,0,1,1,0,0,0,0,0,0,0,0,no
485,485,0,1,1,0,0,0,0,0,0,0,0,no
32,32,0,1,1,0,0,0,0,0,0,0,0,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
96,96,0,1,1,0,0,0,0,0,0,0,0,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
221,221,0,1,1,0,0,0,0,0,0,0,0,no
171,171,0,1,1,0,0,0,0,0,0,0,0,no
1607,1607,0,1,1,0,0,0,0,0,0,0,0,no
11,11,0,1,1,0,0,0,0,0,0,0,0,no
32,32,0,1,1,0,0,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
148,148,0,1,1,0,0,0,0,0,0,0,0,no
189,189,0,1,1,0,0,0,0,0,0,0,0,no
25,25,0,1,1,0,0,0,0,0,0,0,0,no
155,155,0,1,1,0,0,0,0,0,0,0,0,no
348,348,0,1,1,0,0,0,0,0,0,0,0,no
55,55,0,1,1,0,0,0,0,0,0,0,0,no
7,7,0,1,1,0,0,0,0,0,0,0,0,no
60,60,0,1,1,0,0,0,0,0,0,0,0,no
371,371,0,1,1,0,0,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
172,172,0,1,1,0,0,0,0,0,0,0,0,no
145,145,0,1,1,0,0,0,0,0,0,0,0,no
2822,2822,137,578,578,6,45526.207124,3269,1583,63,346,187,409,no
3497,3497,271,579,579,7,55563.473267,32553,1022,37,1525,1149,981,no
94,94,4,13,13,3,1251.803995,13,12,0,28,26,47,no
40,40,0,11,11,4,462.295515,0,0,0,33,27,19,no
10,11,0,4,4,1,65.976433,0,0,0,6,5,8,no
128,128,32,1,1,0,447.45855,102,53,1,19,19,7,no
869,869,62,176,176,6,13532.55539,1235,621,41,1374,1164,176,no
398,398,21,58,58,5,3144.621365,594,584,5,77,66,37,no
75,77,6,18,18,4,668.410358,29,9,1,36,33,10,no
23,23,3,2,2,1,78.040037,73,58,0,2,2,1,no
58,58,6,11,11,2,315.381967,66,59,1,25,16,6,no
57,57,11,2,2,1,325.177257,94,84,1,25,25,6,no
101,101,11,13,13,3,1001.327483,85,79,2,125,112,26,no
51,51,7,3,3,1,269.181376,110,80,2,42,32,8,no
70,70,9,8,8,2,659.857701,84,79,1,90,85,20,no
62,62,10,7,7,2,450.467269,103,95,0,75,70,25,no
79,79,11,10,10,3,771.77413,103,95,1,76,72,25,no
76,76,11,9,9,2,590.715474,103,95,1,73,70,21,no
51,51,9,5,5,2,355.36548,80,76,2,49,37,13,no
45,45,9,4,4,1,228.73857,80,76,2,45,33,14,no
38,38,8,3,3,1,159.64673,79,74,1,33,31,11,no
134,134,5,35,35,6,1398.705346,1,1,4,206,145,39,no
124,124,13,26,26,3,1111.839099,804,679,6,95,65,31,no
487,488,35,81,81,3,6456.197673,836,765,14,212,145,64,no
191,191,10,42,42,4,1777.537509,11,6,5,16,12,17,no
287,287,16,67,67,6,3762.627324,574,566,8,173,132,41,no
39,39,3,9,9,4,237.841047,10,7,1,17,17,2,no
271,273,1,73,73,5,3551.901651,2,2,0,206,140,165,no
138,138,12,24,24,2,1564.07833,325,280,4,90,81,25,no
8,8,1,2,2,1,19.459101,0,0,0,1,1,1,no
911,913,38,174,174,7,12639.609901,582,370,7,270,138,192,no
1385,1385,0,1,1,0,125.536157,0,0,0,0,0,0,no
10,10,0,1,1,0,5.545177,0,0,0,0,0,0,no
186,186,1,13,13,2,1896.263147,1,1,0,34,18,75,no
24,24,0,1,1,0,37.626949,0,0,0,10,10,8,no
15,15,0,1,1,0,5.545177,0,0,0,0,0,0,no
146,146,0,1,1,0,0,0,0,0,0,0,0,no
2730,2730,1,555,555,8,35564.610359,1,1,0,346,166,1621,no
359,359,10,65,65,5,5199.61794,8,1,1,254,142,141,no
402,402,40,107,107,4,5354.859749,822,612,14,226,100,191,no
331,331,20,53,53,6,3621.915303,47,16,9,170,96,92,no
229,229,14,37,37,5,1703.349488,26,7,2,126,63,31,no
345,345,21,47,47,3,4565.451906,42,16,8,180,99,109,no
254,254,14,38,38,3,2935.123274,25,7,2,141,98,71,no
544,544,47,101,101,6,8338.467271,698,618,27,217,114,185,no
243,243,22,30,30,4,2698.70973,605,572,2,1178,1061,71,no
51,51,5,1,1,0,350.12008,2775,555,1,1018,1018,5,no
1346,1346,221,145,145,4,17185.874965,3015,989,39,324,164,360,no
35,35,1,4,4,2,137.961746,556,556,0,0,0,0,no
731,735,120,113,113,5,10434.943514,4030,1513,40,313,141,94,no
8,8,2,1,1,0,8.04719,167,165,0,0,0,0,no
36,36,7,4,4,2,197.039337,589,569,2,4,3,3,no
30,30,6,3,3,1,127.176357,585,578,1,2,1,2,no
625,625,54,89,89,7,8855.262721,1215,570,19,217,96,150,yes
40,40,8,4,4,1,202.001985,863,774,2,60,55,4,no
8,8,1,1,1,0,42.243413,4,4,0,0,0,0,no
651,651,50,105,105,8,9406.555954,1207,570,13,196,96,161,no
40,40,8,4,4,1,199.570301,863,774,2,60,55,5,no
5,5,0,1,1,0,13.621371,0,0,0,0,0,0,no
815,815,64,125,125,10,12208.557774,1284,579,25,222,96,131,no
42,42,8,4,4,1,228.976116,863,774,2,60,55,4,no
16,16,2,1,1,0,94.268017,559,559,1,1018,1018,1,no
276,280,32,46,46,4,3066.541627,1603,1043,10,1241,1091,69,no
41,41,8,4,4,1,214.229396,863,774,2,84,79,5,no
645,645,49,99,99,8,9620.800455,1210,570,14,156,67,110,no
51,51,8,7,7,2,367.396202,863,774,2,60,55,4,no
5,5,0,1,1,0,13.621371,0,0,0,0,0,0,no
198,198,16,28,28,4,1959.317307,259,201,1,126,102,35,no
639,639,60,97,97,7,8423.742025,1770,1063,24,1236,1063,116,no
40,40,8,4,4,1,202.001985,863,774,2,60,55,4,no
4,4,0,1,1,0,13.621371,0,0,0,0,0,0,no
140,140,8,16,16,4,1160.355714,3886,556,1,1049,1031,14,no
42,42,7,7,7,3,405.77674,559,558,5,64,54,14,no
70,70,8,16,16,3,687.318716,567,557,0,45,29,21,no
38,38,7,3,3,1,332.168218,560,556,2,1075,1039,23,no
18,18,3,1,1,0,91.495428,566,563,2,1020,1019,2,no
18,18,2,3,3,2,104.85063,555,555,1,1019,1019,2,no
15,15,3,1,1,0,41.446532,11,11,1,2,2,1,no
15,15,2,2,2,1,65.976433,555,555,1,1019,1019,2,no
26,26,6,3,3,2,244.634563,13,9,1,48,47,11,no
78,78,4,11,11,2,458.042491,5,3,0,5,1,5,no
20,20,1,2,2,1,176.023263,555,555,1,1018,1018,1,no
54,54,7,9,9,2,472.861292,234,207,0,6,5,5,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
23,23,5,1,1,0,26.376848,11,6,0,0,0,0,no
4,4,0,1,1,0,12.542316,0,0,0,0,0,0,no
102,102,13,27,27,3,738.882575,48,30,6,42,34,19,no
1,1,0,1,1,0,0,0,0,0,0,0,0,no
666,666,51,140,140,5,8579.451682,511,292,23,258,163,169,no
654,654,44,130,130,8,7522.501451,55,47,39,90,67,147,no
269,269,14,54,54,6,3072.825319,30,25,8,106,70,52,no
219,219,13,57,57,7,2590.732942,2797,568,4,1045,1025,34,no
77,77,6,14,14,2,1026.075894,19,19,6,12,11,14,no
90,90,26,1,1,0,382.942468,968,754,1,6,6,1,no
274,274,32,48,48,2,3124.090913,2649,636,9,1076,1024,64,yes
76,76,8,17,17,3,817.49597,693,630,3,1054,1024,22,no
109,109,10,26,26,3,1412.808942,694,630,5,1051,1022,23,yes
45,45,7,9,9,2,291.538541,693,630,2,1033,1022,12,no
109,109,11,23,23,2,1165.616897,693,630,4,1046,1022,19,no
244,244,25,37,37,3,3677.143918,952,754,17,1171,1041,156,no
107,107,32,1,1,0,395.114324,982,718,6,15,10,6,no
1502,1509,70,315,315,7,22465.305656,2508,923,29,375,198,328,no
46,46,11,6,6,2,381.946547,834,758,0,8,6,9,no
29,29,4,1,1,0,134.591924,2220,555,1,1018,1018,4,no
9,9,5,1,1,0,82.444291,23,15,0,0,0,0,no
598,598,27,133,133,4,10131.067447,1044,835,18,226,132,142,no
167,167,35,18,18,2,1820.601232,985,718,8,46,25,27,no
144,144,14,30,30,3,1321.347984,973,796,4,85,72,29,no
243,243,7,57,57,4,3017.708395,20,14,5,201,135,78,no
541,541,48,87,87,4,7001.417024,1760,595,18,1229,1094,75,no
4,4,0,1,1,0,12.875503,0,0,0,3,2,3,no
618,618,119,42,42,4,8916.645331,623,596,3,36,32,119,no
45,45,6,9,9,4,363.758616,53,43,1,53,48,9,no
19,19,4,2,2,1,54.161004,3,2,0,2,2,2,no
31,31,4,5,5,1,162.904827,47,41,3,93,67,8,no
43,43,7,6,6,3,298.799236,80,51,2,84,56,15,no
101,101,6,24,24,4,1092.324493,79,46,4,222,124,37,no
117,117,6,27,27,4,1374.896405,79,46,4,223,125,50,no
105,105,8,24,24,3,1027.30585,81,46,6,220,124,31,no
168,168,15,18,18,2,1831.748903,237,160,1,78,55,26,no
27,27,5,3,3,1,149.872441,30,28,1,31,29,7,no
206,206,17,15,15,2,2038.391512,791,696,4,148,91,36,no
87,87,6,12,12,3,858.091888,46,37,0,165,114,19,no
8,8,1,1,1,0,24.16947,0,0,0,0,0,0,no
27,27,5,5,5,2,120.766046,4,3,1,10,8,5,no
18,18,4,1,1,0,66.542129,10,9,1,28,28,4,no
13,13,3,1,1,0,33.570534,2,2,0,1,1,1,no
46,46,4,8,8,4,373.683288,42,42,1,121,90,14,no
29,29,2,5,5,2,244.755529,27,27,1,42,40,8,no
19,19,2,2,2,1,100.110925,27,27,1,41,39,5,no
14,14,3,1,1,0,43.604139,3,3,0,2,2,2,no
20,20,2,3,3,1,168.08768,33,33,0,28,25,9,no
16,16,1,2,2,1,118.99496,0,0,0,3,2,3,no
27,27,6,3,3,1,135.129312,44,34,1,50,47,6,no
59,59,5,4,4,1,458.167565,36,35,0,19,14,17,no
21,21,2,3,3,1,118.736375,32,32,1,51,47,8,no
67,67,10,14,14,3,553.01198,60,39,2,127,96,18,no
208,208,25,49,49,5,2380.571628,323,186,14,261,134,64,no
85,85,10,20,20,3,835.9355,59,39,2,126,95,17,no
19,19,2,2,2,1,100.110925,27,27,1,41,39,5,no
18,18,4,1,1,0,56.869054,3,2,0,2,2,2,no
28,28,4,4,4,2,140.048032,42,36,1,32,31,6,no
18,18,2,1,1,0,130.327814,32,32,1,42,42,2,no
122,122,7,29,29,5,1367.838583,79,46,5,228,131,37,no
35,35,7,4,4,1,185.201271,48,35,2,67,56,10,no
38,38,7,4,4,1,186.603453,69,47,2,90,60,9,no
73,73,7,8,8,1,606.688755,48,35,2,78,66,17,no
27,27,5,2,2,1,114.368571,36,34,0,3,3,3,no
1045,1046,69,230,230,7,17140.946008,1550,500,38,981,570,307,yes
118,118,2,20,20,2,1663.433386,3,3,1,7,6,10,no
49,49,0,1,1,0,69.314718,0,0,0,0,0,0,no
677,677,43,161,161,5,9318.854501,449,206,37,297,190,135,no
336,336,26,73,73,9,4307.431502,233,101,12,138,96,73,no
857,857,61,195,195,5,12367.214496,498,200,43,333,198,184,no
168,168,17,29,29,3,1765.956734,832,680,7,110,72,40,no
159,159,17,28,28,3,1428.640984,325,201,8,148,87,31,no
118,118,14,21,21,5,1035.579023,315,200,5,90,58,27,no
657,657,29,173,173,9,9299.135321,91,56,12,328,177,156,no
1250,1250,38,163,163,4,22430.883759,102,100,35,143,140,101,no
317,317,22,82,82,4,4558.692993,267,115,5,142,99,55,no
198,198,12,16,16,3,1113.167722,21,21,7,11,9,14,no
223,236,11,37,37,3,2804.998115,14,3,0,96,64,86,no
37,37,1,8,8,2,259.98609,3,3,1,20,17,10,no
176,176,10,29,29,3,1388.645933,16,4,3,23,23,8,no
121,121,7,10,10,2,866.886672,324,322,4,53,39,19,no
308,308,25,52,52,5,4761.081141,1386,765,18,43,36,41,no
53,53,6,7,7,1,387.532939,35,32,1,8,6,10,no
50,50,7,9,9,2,490.620967,231,206,3,135,88,12,no
150,150,7,33,33,6,1974.201754,24,24,3,54,29,36,no
4491,4494,228,1058,1058,8,84304.246244,9973,1972,98,725,380,821,no
1944,1944,97,495,495,6,37270.086946,6133,1501,62,1348,1136,714,no
155,155,16,22,22,2,1787.104172,735,696,11,57,48,11,no
402,402,47,64,64,7,4974.108167,284,198,12,26,15,20,no
305,305,6,63,63,5,3051.097517,1,1,5,26,22,37,no
65,65,4,11,11,3,454.545983,1665,555,2,1024,1021,5,no
880,880,74,144,144,5,12091.513588,11729,1267,20,1200,1068,113,no
89,89,7,21,21,3,769.347946,1296,614,3,1023,1018,7,no
517,517,38,132,132,4,7609.369283,1473,836,19,77,62,70,no
1251,1251,97,235,235,7,22199.296333,6604,1293,38,1283,1106,432,no
507,507,35,78,78,5,5947.770497,738,646,20,63,47,67,no
798,798,109,142,142,5,10094.668414,1689,547,36,140,87,117,no
48,48,3,7,7,3,402.08786,557,557,2,1045,1027,17,no
85,85,7,18,18,3,652.931663,9,6,1,30,23,9,no
198,198,35,34,34,3,1871.847805,1230,823,6,93,73,47,no
31,31,0,1,1,0,44.36142,0,0,0,0,0,0,no
25,25,1,5,5,4,126.610876,555,555,1,1061,1033,5,no
472,472,30,71,71,6,6204.848491,816,712,14,403,192,202,no
218,218,16,38,38,3,3091.598254,1772,598,9,1162,1066,49,no
161,161,28,10,10,1,715.955941,40,8,4,18,14,21,no
144,144,7,23,23,3,1826.136433,231,73,0,141,105,77,no
265,265,50,36,36,3,2263.902858,1275,1007,10,249,191,51,no
604,604,39,128,128,4,7956.459475,718,650,19,211,129,124,no
265,265,16,59,59,6,3968.410621,2,2,4,18,18,3,no
1422,1423,98,260,260,6,23407.419227,225,81,50,402,154,274,no
138,138,11,18,18,2,1545.616427,4,2,7,12,9,24,no
207,207,13,24,24,4,1826.922726,40,13,0,31,22,33,no
215,215,20,41,41,4,3076.489321,44,18,11,43,36,26,no
274,274,19,35,35,3,2636.335995,103,92,4,123,110,69,no
4,4,0,1,1,0,5.545177,0,0,0,17,17,2,no
538,538,43,112,112,7,6423.783407,1675,901,15,1222,1077,103,no
360,362,1,112,112,5,4492.982323,0,0,0,67,42,73,no
579,579,41,124,124,7,7096.623092,6167,1085,15,1084,1033,90,no
73,73,9,15,15,3,627.940766,0,0,0,15,9,4,no
793,793,21,107,107,4,10292.731065,32,8,9,139,87,199,no
818,829,91,137,137,6,13304.060404,921,251,49,274,171,131,no
209,209,18,35,35,5,2695.055806,1746,856,9,22,11,49,no
183,183,5,24,24,6,1678.960033,0,0,2,30,23,22,no
859,863,32,186,186,6,12969.642771,2275,599,23,1299,1093,250,no
398,398,22,81,81,6,5738.077217,10,9,13,77,53,88,no
137,137,3,59,59,5,2128.610249,1,1,1,4,3,120,no
683,683,42,88,88,5,8773.370785,1083,939,23,129,109,34,no
1351,1357,102,281,281,5,21564.817134,3054,1438,44,244,141,231,yes
204,204,7,18,18,5,2149.738592,18,18,6,3,3,4,no
4,4,0,1,1,0,5.545177,0,0,0,5,5,2,no
33,33,0,1,1,0,23.567004,0,0,0,0,0,0,no
486,486,26,82,82,4,4346.63128,1596,857,12,1078,1035,51,no
80,80,10,11,11,2,552.638482,612,597,5,1038,1023,15,no
133,133,14,21,21,4,1097.493324,1197,603,5,1037,1024,22,no
253,253,20,39,39,5,2192.639226,1451,820,9,1066,1029,38,no
234,234,25,60,60,4,2299.593919,858,677,6,55,53,26,no
255,255,19,68,68,7,2880.801457,693,618,10,1182,1059,104,no
429,429,33,101,101,4,5152.339394,1329,639,24,1164,1060,183,no
69,69,0,16,16,3,1004.730135,0,0,0,193,130,57,no
50,50,2,7,7,1,394.187083,73,72,1,113,103,36,no
55,55,0,9,9,4,706.050176,0,0,0,60,39,48,no
6,6,0,3,3,2,19.459101,0,0,0,2,2,2,no
75,75,0,18,18,5,1038.540312,0,0,0,154,111,64,no
41,41,2,11,11,6,374.304605,73,72,1,105,103,27,no
169,169,0,44,44,5,2794.769432,0,0,0,149,93,99,no
25,25,0,5,5,2,223.876911,0,0,0,31,16,22,no
12,12,1,1,1,0,62.330694,9,9,0,29,28,4,no
34,34,0,5,5,2,326.912905,0,0,0,132,101,27,no
103,103,4,20,20,3,1214.573178,79,75,2,138,117,93,no
10,10,0,2,2,1,39.143947,0,0,0,3,2,3,no
144,152,0,44,44,6,2687.543324,0,0,0,107,67,71,no
162,162,0,37,37,4,2302.627449,0,0,0,156,112,99,no
964,1024,39,192,192,5,16072.85285,17,6,21,207,102,229,no
9,9,1,1,1,0,17.917595,0,0,0,10,10,1,no
12,12,1,3,3,2,49.698133,0,0,0,14,11,4,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
9,9,1,1,1,0,17.917595,0,0,0,10,10,1,no
29,29,4,4,4,1,313.846087,12,10,0,4,2,5,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
9,9,1,1,1,0,17.917595,0,0,0,10,10,1,no
12,12,1,3,3,2,49.698133,0,0,0,14,11,4,no
4,4,0,1,1,0,0,0,0,0,0,0,0,no
9,9,1,1,1,0,17.917595,0,0,0,10,10,1,no
44,44,5,6,6,2,498.672786,12,10,1,35,30,14,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
7,7,4,1,1,0,20.794415,12,10,0,0,0,0,no
9,9,1,1,1,0,17.917595,0,0,0,10,10,1,no
12,12,1,3,3,2,49.698133,0,0,0,14,11,4,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
9,9,1,1,1,0,17.917595,0,0,0,10,10,1,no
28,28,4,3,3,2,161.496006,12,10,0,14,12,6,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
22,22,3,2,2,1,98.859165,313,226,2,73,63,8,no
106,106,6,22,22,2,1014.767472,93,92,2,54,37,21,no
416,416,19,69,69,3,5393.627546,31,17,5,81,38,51,no
186,186,16,22,22,4,1980.876525,103,87,7,81,42,32,no
8,8,0,2,2,1,42.243413,0,0,0,6,6,5,no
56,56,9,6,6,3,298.950981,10,2,0,22,18,9,no
90,91,0,18,18,4,1403.000048,0,0,0,98,70,76,no
69,69,0,10,10,2,743.040934,0,0,0,35,21,49,no
32,32,0,4,4,1,320.107582,0,0,0,26,18,29,no
14,14,0,1,1,0,20.794415,0,0,0,0,0,0,no
280,280,16,40,40,4,3246.645478,1723,575,2,1122,1043,84,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
189,189,7,32,32,4,2393.721886,42,32,3,85,66,35,no
54,54,0,11,11,2,577.52214,0,0,0,23,15,44,no
271,271,14,58,58,6,3502.2965,560,556,8,1128,1059,58,no
134,134,14,12,12,4,971.9999,50,48,1,23,20,6,no
18,18,3,1,1,0,86.657606,8,4,0,1,1,1,no
31,31,1,2,2,1,100.033025,2,2,0,14,10,14,no
36,36,6,1,1,0,93.49604,8,4,0,1,1,1,no
46,46,4,3,3,1,454.975657,3,2,0,41,24,22,no
41,41,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
9,9,0,1,1,0,5.545177,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
75,75,1,21,21,7,1142.322133,0,0,0,93,84,40,no
27,27,0,8,8,2,276.572974,0,0,0,49,47,19,no
14,14,0,5,5,1,117.777559,0,0,0,14,12,13,no
74,75,0,15,15,4,1294.616678,0,0,0,61,43,36,no
163,163,0,1,1,0,0,0,0,0,0,0,0,no
1883,1924,96,333,333,7,38391.253456,616,409,48,626,339,649,no
85,85,9,14,14,3,964.40842,13,8,0,94,72,31,no
75,75,6,9,9,2,768.842173,20,20,1,129,113,47,no
75,75,5,9,9,2,1092.399478,561,561,2,67,49,33,no
13,13,0,3,3,2,93.49604,0,0,0,27,26,14,no
36,36,0,10,10,2,386.368217,0,0,0,22,17,26,no
62,62,5,7,7,2,694.737683,7,4,0,20,17,13,no
23,23,2,1,1,0,81.528439,0,0,0,7,6,10,no
37,37,4,1,1,0,213.213607,0,0,0,53,27,25,no
73,73,0,9,9,3,1094.067157,0,0,0,62,41,37,no
287,291,16,48,48,5,5398.171871,42,31,2,328,199,181,no
42,44,0,11,11,3,648.081622,0,0,0,38,19,39,no
3,3,0,1,1,0,4.394449,0,0,0,0,0,0,no
745,777,41,116,116,4,13064.14109,432,307,29,352,225,444,no
47,47,0,12,12,2,642.619368,0,0,0,35,19,43,no
45,45,0,6,6,2,669.580176,0,0,0,135,96,40,no
16,16,1,1,1,0,84.449835,9,9,0,29,28,10,no
267,267,16,41,41,3,4769.267647,48,38,5,204,128,178,no
38,38,0,5,5,2,522.55691,0,0,0,113,84,34,no
16,16,1,1,1,0,84.449835,9,9,0,29,28,10,no
27,27,0,8,8,2,273.55446,0,0,0,17,15,19,no
4,4,0,1,1,0,8.317766,0,0,0,0,0,0,no
32,32,0,8,8,2,349.650756,0,0,0,18,16,21,no
18,18,3,1,1,0,89.365657,8,4,0,1,1,1,no
22,22,1,2,2,1,74.383531,2,2,0,13,10,10,no
36,36,6,1,1,0,93.49604,8,4,0,1,1,1,no
36,36,4,2,2,1,298.756887,3,2,0,39,24,14,no
102,102,0,21,21,5,1249.490337,0,0,0,67,42,51,no
584,601,25,90,90,6,8316.919475,10,10,21,81,53,93,no
53,53,0,1,1,0,0,0,0,0,0,0,0,no
9,9,0,1,1,0,0,0,0,0,0,0,0,no
9,9,0,1,1,0,5.545177,0,0,0,0,0,0,no
42,42,1,8,8,3,286.220146,0,0,0,75,57,26,no
1,2,0,1,1,0,0,0,0,0,0,0,0,no
62,62,0,7,7,3,683.275664,0,0,0,42,24,39,no
10,10,0,1,1,0,19.709354,0,0,0,0,0,0,no
